Father_A,Father_B_1,Father_B_2,Father_C,Mother_A,Mother_B_1,Mother_B_2,Mother_C,D21_A,D21_B_1,D21_B_2,D21_C,T21_A,T21_B_1,T21_B_2,T21_C
NR_148672,1621,802,1746,3427,2930,1556,2101,3105,1425,830,848,5865,2209,1163,2089,3661
NM_001146702,1229,633,1342,2473,2093,1127,1502,2200,1052,611,632,4378,1554,832,1480,2535
NM_001111125,29,13,26,125,69,41,44,63,26,12,17,194,39,21,60,100
NM_001243197,11,5,9,28,36,21,21,19,4,3,3,38,7,5,14,27
NM_001281463,1357,668,1423,1879,1876,966,1470,1767,1336,764,783,3135,1381,716,1386,2456
NM_001267053,116,59,114,202,121,67,78,152,123,69,70,431,103,55,84,283
NM_144968,84,46,91,156,92,51,59,122,98,56,52,303,70,42,59,217
NM_004493,33,12,27,100,71,44,45,59,48,29,17,201,66,35,63,128
NM_031407,7979,3943,8482,15134,9925,5186,7197,9319,7259,4152,4163,22595,11326,5960,10837,14779
NM_001184896,1103,574,1239,2464,1235,614,871,1305,1067,611,565,3844,1377,703,1372,2171
NM_001184898,944,499,1073,2122,1044,523,756,1065,924,525,487,3264,1108,567,1150,1730
NM_001300788,734,349,803,1854,790,381,606,1015,685,408,382,3086,812,421,771,1821
NM_001002838,91,43,100,391,109,56,95,183,73,39,44,633,153,74,151,379
NM_001346789,229,118,241,545,278,151,208,318,239,124,137,1269,337,196,341,714
NM_004463,177,90,203,614,191,96,186,321,225,130,118,1197,297,163,302,727
NM_019067,1121,526,1156,1732,1027,531,743,1142,983,578,575,2920,1308,667,1151,1949
NM_198510,20,8,27,66,17,4,11,26,19,10,8,62,24,15,34,65
NM_177433,102,44,138,338,91,51,66,111,171,98,67,801,166,89,172,377
NM_001271183,53,28,54,146,28,9,13,27,63,33,31,241,56,27,61,90
NM_001271804,111,50,96,247,127,74,81,97,131,76,81,290,177,99,168,225
NM_001271805,124,55,111,290,136,76,87,107,142,80,90,382,204,116,186,272
NM_001271748,198,103,197,486,188,110,152,253,191,111,141,867,295,164,275,573
NM_001037967,171,86,170,471,231,120,171,234,207,121,122,812,276,141,262,453
NM_001015038,1,0,0,5,0,0,0,1,0,0,2,6,0,0,0,4
NM_207339,1,0,0,0,1,0,1,1,0,0,0,5,0,0,0,8
NM_001166699,61,33,67,163,53,31,42,72,48,24,19,279,97,45,63,142
NM_130467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001303613,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NR_130179,1,1,1,2,2,0,5,0,2,1,3,3,6,5,5,1
NM_201286,49,28,54,189,59,25,33,55,75,42,47,389,83,43,101,129
NR_148689,611,314,690,1254,954,508,694,797,706,390,385,2306,1131,620,1102,1196
NM_001324105,1991,1052,2216,3533,6014,3164,4564,4187,2916,1684,1650,6850,4770,2530,4541,7074
NM_013444,146,79,164,232,134,73,108,161,135,72,78,457,197,100,162,295
NM_001348129,1131,595,1165,2170,2999,1578,1965,3334,1480,881,808,4321,3470,1788,3167,4545
NR_027139,348,173,382,523,354,179,232,400,273,157,170,991,467,234,409,397
NM_001353841,611,314,647,1300,419,228,300,270,454,260,280,1475,713,364,670,817
NR_148557,611,314,647,1298,417,226,297,270,452,259,277,1475,712,364,668,817
NM_007157,48,24,71,191,90,39,67,97,81,45,54,438,76,38,81,201
NM_001319967,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
NM_007156,71,34,78,193,54,25,39,107,55,32,34,338,80,41,72,190
NM_001012968,39,22,44,84,20,12,24,42,41,24,20,171,51,28,59,95
NR_152613,1046,519,1113,1820,998,531,791,991,971,553,508,2899,1300,690,1260,1438
NM_001369043,961,477,1120,2103,1015,536,755,1440,1016,582,549,2741,1558,777,1519,2320
NM_152424,170,81,166,378,129,70,94,208,169,96,82,495,212,111,190,349
NM_130388,5,4,4,10,0,0,0,0,4,3,1,8,4,0,1,3
NM_017677,371,187,405,866,365,194,282,515,416,243,263,1324,366,193,375,748
NM_001178033,264,137,265,449,346,170,246,324,278,169,125,830,296,150,281,367
NM_001178032,309,157,319,532,377,186,278,377,336,199,150,949,348,178,319,449
NM_001010888,109,59,134,294,166,76,119,201,96,47,59,469,136,71,109,273
NM_031206,548,264,574,743,646,321,437,587,486,295,255,1352,647,316,637,994
NM_002444,3388,1768,3616,6800,4888,2580,3481,4262,3293,1913,1908,9557,5101,2729,4960,8341
NM_001184830,97,56,122,229,147,74,115,174,147,83,80,249,171,86,152,888
NM_138737,269,134,250,521,107,52,72,124,134,67,80,458,211,120,217,987
NM_001130860,257,128,241,489,102,49,72,118,131,65,78,402,200,113,203,931
NM_001199687,464,241,470,963,533,291,412,553,215,126,134,1025,919,477,850,1134
NM_000044,66,35,81,184,85,52,67,83,55,32,43,236,106,52,131,132
NM_001348063,52,24,62,140,60,38,50,54,44,27,38,183,85,44,105,97
NM_002547,196,102,219,624,188,100,166,292,162,98,92,858,273,149,281,445
NM_001195214,520,277,597,1041,488,258,367,535,621,366,354,1942,682,371,623,885
NM_173834,515,276,587,1030,481,256,363,514,621,366,354,1924,678,370,619,857
NM_014725,38,17,36,128,56,30,29,46,59,30,34,192,36,21,39,236
NM_001142504,28,11,24,76,31,18,20,31,26,12,11,141,24,12,31,209
NM_004429,14,6,16,19,35,19,24,19,4,2,7,16,23,11,19,37
NM_001032396,31,17,27,62,21,10,16,37,27,15,22,86,35,15,36,49
NR_103715,4,2,1,13,4,3,2,7,0,0,0,4,3,1,2,7
NM_015686,5,2,2,15,4,2,1,5,0,0,0,27,1,1,2,1
NM_001005610,142,78,144,407,185,109,138,187,123,76,62,451,222,112,180,289
NM_001002254,0,0,0,1,0,0,0,2,0,0,0,0,0,0,2,0
NM_001370193,693,376,761,1071,751,418,508,728,660,383,399,1770,708,390,695,1179
NM_198512,9,5,16,38,39,19,24,24,13,8,8,81,14,8,11,61
NM_001013579,2,1,3,8,7,6,3,8,3,0,2,3,4,2,4,9
NM_004312,73,41,72,174,64,35,51,74,52,32,24,145,102,61,111,241
NM_001370175,56,27,52,93,69,31,60,41,62,33,31,174,52,23,49,52
NM_012310,626,309,640,1299,675,380,470,686,664,389,374,2285,774,396,722,1447
NM_001171191,31,15,30,58,22,9,14,35,25,15,7,48,23,11,20,52
NM_021120,114,51,114,231,43,22,45,96,46,24,39,182,116,65,127,125
NR_109801,4,2,5,10,0,0,0,8,2,1,3,29,3,1,6,3
NM_001003811,184,101,192,651,265,125,176,232,144,86,120,883,275,142,291,470
NM_032803,3,2,0,8,0,0,1,1,0,0,2,2,0,0,0,8
NM_001256185,166,82,175,353,210,110,162,229,185,103,107,624,247,129,244,388
NM_005938,240,122,228,658,276,164,234,408,197,124,99,910,360,179,338,824
NM_000206,477,255,473,615,451,227,304,335,442,251,233,1194,561,288,555,657
NM_005120,600,314,602,1103,641,350,486,663,589,320,336,1915,687,346,650,1236
NM_001166660,324,169,328,649,382,207,281,509,346,197,207,1169,510,259,504,1136
NM_001097642,1,0,2,17,1,1,0,3,1,1,0,33,7,3,7,26
NM_001171162,366,194,424,797,369,197,243,437,316,177,170,1472,498,247,486,924
NM_001171163,164,88,189,444,145,81,107,184,130,76,86,828,178,90,192,476
NM_001145410,1364,666,1376,2357,1462,730,1008,1358,1285,771,684,3824,1581,785,1421,2266
NM_001145408,1351,658,1360,2331,1452,725,995,1342,1283,770,679,3777,1568,780,1411,2221
NM_001303277,243,114,268,495,274,131,191,305,255,153,136,773,293,145,271,712
NM_004606,1962,992,2043,3430,2085,1101,1598,2231,1915,1110,1050,6656,2640,1397,2620,3815
NR_104387,2210,1110,2359,4065,2398,1269,1862,2621,2198,1268,1189,7697,2915,1549,2939,4442
NM_181673,2854,1469,3217,4437,2968,1575,2141,2436,2833,1647,1556,7678,3567,1903,3351,4009
NM_052957,403,190,413,889,490,245,358,650,339,187,202,1238,470,256,437,750
NR_136576,2,2,1,13,4,2,3,0,2,0,0,0,8,6,7,1
NM_001323075,0,0,0,3,0,0,0,0,0,0,0,0,2,2,4,0
NM_001145140,1,1,0,2,0,0,0,0,0,0,0,5,2,0,1,1
NR_034004,22,11,14,91,40,26,28,44,43,26,33,358,28,17,23,63
NM_001013627,118,58,116,359,383,204,298,247,129,70,72,322,356,192,360,495
NM_001024455,5,4,9,28,21,12,27,28,3,2,1,26,32,15,33,32
NM_207422,16,8,12,25,54,27,39,30,11,8,6,22,10,4,18,23
NM_001170747,674,320,697,1410,700,342,496,847,754,436,420,2288,879,477,886,1374
NR_033187,181,87,219,398,192,104,111,202,194,114,131,661,230,123,225,267
NM_001009954,358,169,320,668,339,152,262,389,376,211,207,1086,434,236,434,743
NM_001007,577,287,656,547,892,464,643,595,553,305,306,888,672,346,653,592
NM_001144885,0,0,1,5,2,2,1,2,0,0,0,0,3,0,3,4
NM_001144886,2,1,5,10,2,2,1,5,2,1,1,4,3,0,3,9
NR_051952,2552,1259,2851,4735,2620,1386,1949,2464,2758,1603,1645,7989,3260,1671,3172,4028
NM_001166420,54,22,53,125,63,32,28,70,56,38,41,261,63,38,58,90
NM_002637,146,71,152,365,114,56,80,198,172,100,90,897,182,92,191,328
NR_110391,45,28,44,84,24,8,19,56,44,26,19,227,67,36,73,74
NM_001080851,1,1,0,5,0,0,0,2,0,0,1,9,1,0,0,0
NM_033053,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0
NR_110398,0,0,0,2,0,0,0,3,0,0,0,0,0,0,1,1
NM_005193,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
NR_029423,78,40,90,147,70,36,70,94,101,51,51,265,112,48,115,203
NM_001300884,1009,505,1030,1793,880,462,631,968,754,447,430,2081,1272,678,1313,1292
NR_003255,42,20,40,59,2720,1444,2102,1751,27,17,17,132,36,15,39,48
NR_001564,4,1,2,22,6745,3548,5148,3230,4,4,2,17,6,4,6,19
NR_024582,1957,936,2192,4417,3835,2062,2903,3683,2137,1275,1211,7649,2834,1501,2810,3233
NR_028379,4957,2467,5431,7677,5974,3137,4526,4543,5033,2890,2957,11625,7525,3958,7165,7052
NM_006517,93,46,97,182,88,45,49,77,52,31,44,249,91,46,69,151
NM_183353,1091,537,1194,2438,1209,606,894,1459,1281,734,754,4735,1343,714,1298,2332
NM_001008537,6904,3472,7708,14469,6840,3473,5248,8645,7400,4241,4437,27967,4972,2599,4871,14182
NM_001271697,1008,501,1118,2093,1325,642,1031,1188,1140,642,683,3872,1249,691,1201,1619
NM_001363821,411,209,462,865,422,216,343,483,340,201,218,1624,639,342,651,839
NM_145052,233,119,248,467,243,125,170,226,228,136,143,1027,458,245,420,402
NM_001146256,141,70,158,338,174,89,110,159,127,75,62,548,167,86,160,299
NM_001146257,41,21,37,128,45,19,30,47,29,18,11,150,58,31,38,74
NM_001300888,174,78,183,170,149,91,88,132,171,92,92,527,178,105,164,210
NM_016500,175,79,184,162,146,90,87,129,170,92,90,529,173,104,161,207
NM_020932,4,2,4,11,23,6,16,10,15,11,8,46,13,8,11,23
NR_110403,230,113,249,600,210,103,162,226,171,96,115,667,247,123,253,435
NM_003868,1,1,0,7,2,0,1,7,0,0,0,2,3,1,7,3
NM_000489,5125,2561,5853,10055,5597,2868,4191,5404,5160,2959,2928,17241,7133,3806,6856,7794
NM_001367916,1152,580,1267,2259,852,432,670,1012,1022,596,536,3223,1474,752,1406,1805
NM_032121,1145,579,1254,2235,848,430,667,999,1014,592,534,3202,1472,751,1402,1797
NM_001866,200,95,208,495,224,123,166,283,217,130,103,1092,294,166,265,373
NR_104109,1482,740,1703,3904,1413,734,1034,1596,1562,927,894,6615,2713,1460,2671,2881
NM_000291,1471,744,1544,3204,2342,1224,1768,1434,2010,1151,1175,7943,3398,1806,3329,3474
NM_015975,1123,579,1170,4769,2098,1092,1570,2568,1650,985,937,8794,2729,1484,2675,4266
NM_001282186,548,280,613,1109,559,293,423,566,458,255,267,1639,577,308,566,1149
NM_152694,0,0,0,2,3,1,0,2,9,5,4,41,3,3,2,44
NM_001278000,8,7,3,2,4,3,3,7,16,11,9,72,11,4,6,6
NM_005296,8,7,3,2,4,3,3,7,16,11,9,72,11,4,6,6
NM_198333,1871,916,1994,3647,1621,880,1238,1645,1858,1093,1047,7022,2656,1348,2471,4463
NM_032553,75,38,85,143,47,28,34,40,92,55,48,337,93,49,94,129
NM_001171581,39,20,26,78,11,4,18,31,82,49,45,494,64,33,73,140
NM_016954,1,0,0,3,0,0,0,0,0,0,0,11,6,4,4,0
NR_110646,53,17,52,142,41,22,31,46,29,16,21,217,42,20,43,99
NM_001170574,63,33,62,158,66,33,55,77,28,17,17,216,56,26,67,143
NM_153252,2584,1320,2857,4923,2400,1280,1868,2166,2421,1423,1337,7588,3873,2041,3734,3176
NM_030763,275,141,263,415,312,156,224,268,240,140,115,617,268,139,257,366
NM_003022,1560,788,1796,3044,1597,822,1164,1639,1469,841,897,4516,2119,1106,2083,2555
NM_000307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001271680,1,0,1,9,0,0,0,4,1,0,3,8,1,0,2,3
NM_021118,1,0,1,9,0,0,0,4,1,0,3,8,1,0,2,3
NM_001330512,51,20,70,132,111,56,70,195,43,27,30,126,130,66,115,350
NM_014496,51,20,70,132,111,56,70,196,43,27,30,126,130,66,117,350
NM_001177478,203,100,227,586,586,306,460,863,407,223,220,1151,967,492,968,1176
NM_198450,544,275,633,1186,565,283,458,596,549,319,340,1753,717,389,724,907
NM_001367857,119,57,151,315,143,66,85,172,159,84,96,418,145,74,145,295
NM_001012980,81,39,103,197,90,44,52,97,81,44,44,234,91,41,85,207
NR_110651,0,0,0,2,2,1,3,0,0,0,0,0,2,1,5,0
NM_001330574,146,81,131,198,93,49,79,213,87,48,40,232,93,42,80,296
NM_024921,71,36,80,161,160,74,93,477,58,33,48,260,77,44,72,546
NM_000390,1421,753,1501,2861,2081,1115,1508,1979,1392,811,803,5096,2203,1129,2135,2599
NM_053281,381,175,346,581,375,199,259,236,318,174,170,590,356,174,298,357
NM_019117,24,11,32,122,40,22,30,32,17,10,11,186,45,21,34,122
NM_033048,1,1,0,5,4,2,8,1,3,2,0,11,2,1,0,0
NR_110659,3,1,4,4,0,0,0,7,1,0,2,0,1,1,2,2
NM_080832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001168363,273,135,298,791,341,178,281,285,218,127,159,1191,316,184,335,579
NM_001171111,5,4,3,18,2,1,2,2,4,4,3,11,5,2,1,8
NM_001171109,5,4,3,18,2,1,2,2,4,4,3,11,5,2,1,8
NM_007309,2814,1420,2986,6081,2692,1438,1997,2855,2632,1509,1506,7863,3586,1955,3414,4537
NM_006729,3110,1577,3289,7009,2999,1597,2264,3207,2909,1661,1663,8841,3993,2153,3770,5162
NR_125391,56,28,62,225,78,42,67,79,48,28,39,200,93,44,93,139
NM_001184880,24,13,32,100,15,10,8,18,12,5,14,110,12,6,14,58
NM_022144,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0
NM_001278742,5,4,5,6,3,2,6,0,8,7,3,13,3,1,5,6
NM_014467,23,11,21,45,5,3,5,2,23,12,11,63,0,0,0,36
NM_001370165,29,11,40,117,20,10,15,25,49,27,25,113,23,11,27,67
NM_001325,223,112,250,376,317,157,225,265,235,140,120,852,250,142,232,415
NM_001306209,231,115,255,385,322,159,230,272,241,143,122,866,260,146,237,418
NM_007052,87,44,111,117,91,45,61,86,91,59,49,196,104,53,79,106
NM_212559,1,1,10,45,6,3,2,13,20,16,10,76,8,5,12,53
NR_103709,67,28,86,312,115,56,88,130,84,44,50,580,166,89,148,255
NM_001167971,545,270,613,1297,535,279,419,641,471,272,286,2109,757,403,794,1120
NM_024917,545,270,613,1297,535,279,419,641,471,272,286,2109,757,403,794,1119
NM_021637,15,3,16,33,2,1,4,11,9,4,4,41,21,12,13,21
NM_001318521,560,281,542,1054,547,306,398,577,658,379,350,1657,627,327,664,985
NM_001318523,297,140,318,621,319,175,237,345,375,222,200,990,325,170,349,585
NM_001939,4,1,10,33,12,8,9,16,14,7,8,53,3,3,11,27
NM_024885,5,2,7,60,13,4,12,13,11,5,17,107,8,3,15,32
NM_004085,110,60,127,252,109,61,78,139,80,49,57,379,181,100,172,321
NM_001287344,755,375,829,1613,823,435,571,808,849,452,483,2520,1033,551,988,1564
NM_021029,784,408,902,782,622,340,526,676,777,443,454,1586,877,454,865,1014
NM_000169,172,88,185,460,116,69,84,160,144,82,102,732,231,126,243,377
NM_001032393,270,130,259,482,249,125,161,232,220,133,119,875,325,172,328,345
NR_028407,357,186,365,692,344,172,288,250,259,137,144,771,381,186,399,549
NR_045863,80,48,67,165,82,44,70,41,50,26,17,78,88,39,86,107
NM_001256155,53,33,44,87,43,22,32,32,34,19,9,48,59,22,52,94
NM_016608,3,2,7,3,6,5,6,6,2,0,4,6,13,8,15,30
NM_016607,296,158,312,379,260,144,177,171,212,111,153,660,352,182,337,343
NM_177947,296,158,312,376,260,144,177,170,212,111,153,660,352,182,338,343
NM_177949,147,74,133,264,55,30,47,66,116,64,57,421,128,60,137,246
NR_159736,10,6,20,43,7,4,8,9,10,5,5,52,9,5,10,41
NM_001011657,157,82,175,248,110,59,66,69,133,79,98,425,162,98,143,208
NM_001006938,5,3,2,14,9,3,4,7,11,2,5,25,19,9,12,8
NM_001277423,0,0,1,14,1,1,0,0,0,0,0,17,1,0,3,6
NM_001099686,22,13,32,107,26,14,19,25,33,22,11,150,43,25,31,41
NM_022053,23,14,27,112,22,9,14,35,14,9,10,150,58,31,36,46
NM_021992,3,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0
NR_002216,0,0,0,25,1,0,3,10,0,0,0,10,2,2,2,19
NM_001168485,107,50,134,223,127,65,92,123,120,81,67,518,159,80,158,198
NM_001199818,529,259,564,1198,491,258,359,508,454,280,288,2081,663,316,713,826
NM_001350268,629,311,681,1374,533,284,394,573,530,322,360,2361,786,385,838,997
NM_001099411,79,43,87,145,56,31,37,40,59,38,29,277,62,32,76,105
NR_146585,151,73,157,301,109,59,87,132,123,71,86,581,209,98,186,196
NR_146587,780,401,878,1362,622,327,491,694,801,478,478,2498,951,508,912,1124
NM_001142530,9,7,9,15,5,4,6,4,23,16,16,46,16,13,17,11
NR_146589,1051,537,1184,1934,1030,562,795,1018,1095,647,634,3358,1282,687,1298,1768
NM_022052,10,5,12,65,40,23,34,30,26,13,14,135,34,20,32,53
NM_001012979,4,3,0,4,6,3,1,2,3,2,0,16,15,6,9,1
NM_080879,82,41,80,236,58,31,55,92,131,70,70,402,136,64,134,212
NR_131236,79,41,90,173,61,35,47,79,86,55,48,365,92,48,87,149
NM_001300901,146,82,96,164,148,88,115,148,131,76,96,414,185,102,148,263
NM_001142427,1016,504,1142,2109,811,369,589,937,1145,656,670,4764,1489,752,1445,1384
NR_038978,41,25,56,96,50,30,36,65,37,24,33,205,83,46,99,93
NM_001024452,2,1,2,30,2,1,0,13,2,0,1,26,5,2,5,16
NM_182541,1,0,0,24,0,0,0,12,2,0,1,24,4,1,3,12
NR_146558,35,18,16,61,15,8,17,23,13,6,11,97,26,14,33,43
NM_001128834,5,1,2,13,5,2,3,2,1,1,2,3,3,0,0,6
NM_016370,8,5,6,17,6,4,5,4,3,1,5,39,7,4,15,10
NR_146557,305,148,312,508,407,201,310,446,209,125,126,699,346,182,324,580
NM_001350211,747,363,799,1429,876,491,685,1106,550,324,362,1780,913,467,894,1232
NM_001350212,73,35,71,163,103,55,82,147,56,30,34,287,100,60,87,154
NM_194324,72,34,71,163,103,55,81,147,54,30,34,287,100,60,86,153
NM_001012755,431,203,481,818,344,181,289,368,376,222,212,1290,445,249,476,713
NM_001143978,14,6,12,26,17,10,11,21,9,5,10,39,26,14,30,47
NM_207318,330,173,378,792,366,205,286,377,374,214,214,1445,483,258,464,508
NM_153448,0,0,0,6,0,0,1,2,0,0,0,0,0,0,0,1
NM_017416,370,176,431,1271,432,236,320,531,323,169,197,1523,558,287,494,925
NM_198465,13,5,16,64,21,10,21,10,9,5,5,30,14,7,12,22
NM_000354,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
NM_001171020,37,19,38,68,28,16,28,25,20,11,15,66,33,22,40,78
NM_001184782,191,96,184,538,113,59,98,156,193,109,99,821,102,54,131,283
NM_018015,191,96,184,538,113,59,98,156,193,109,99,821,102,54,131,283
NM_024539,34,16,52,166,66,35,54,84,52,32,31,276,50,24,55,139
NM_198881,76,42,73,138,75,37,45,108,53,34,25,153,63,38,57,108
NM_001171706,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
NM_001171092,1,0,5,15,6,3,4,12,7,6,4,23,1,0,2,5
NM_024657,39,18,31,88,34,14,34,40,36,22,12,122,37,18,28,86
NM_018301,713,383,766,1496,640,339,484,736,789,457,450,2470,874,425,883,1233
NM_017681,121,55,120,266,91,49,74,87,147,82,80,465,97,47,89,256
NM_173494,2,1,4,23,8,4,3,5,2,0,0,20,2,1,4,10
NM_001169154,2,1,4,23,8,4,3,5,2,0,0,20,2,1,4,10
NR_046750,11,9,12,48,13,7,3,8,7,4,1,32,9,4,8,23
NM_032428,17,7,31,117,27,14,25,26,39,19,23,144,17,7,20,66
NM_002764,269,125,317,658,392,202,272,419,266,157,186,1075,326,166,344,764
NM_001318468,465,213,515,1256,306,166,208,666,329,193,205,2155,308,172,273,1203
NM_001348372,2,0,1,9,4,3,2,5,11,6,4,23,3,1,2,11
NM_012216,30,18,31,155,16,10,14,38,23,14,15,129,36,19,39,63
NR_110395,8,6,8,57,3,0,3,6,5,3,2,16,13,8,4,13
NM_001170553,10,4,9,27,9,5,3,21,3,1,3,35,8,3,4,25
NM_170750,97,42,84,163,46,25,27,60,97,53,46,364,102,55,86,133
NM_002814,94,40,80,163,46,25,27,60,97,53,46,364,102,55,86,132
NM_001321289,221,111,283,539,231,134,148,292,228,128,120,816,344,169,308,453
NM_001287760,100,50,106,273,120,54,76,131,74,38,44,313,131,77,114,240
NM_001847,100,50,107,270,120,54,76,131,74,38,44,313,131,77,114,240
NM_000495,55,26,69,233,78,39,71,106,45,20,43,253,107,61,93,373
NM_003604,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5
NM_001522,20,9,35,107,38,20,29,56,31,16,22,126,30,18,37,63
NM_018698,72,32,94,98,96,46,69,81,100,56,54,270,96,43,104,103
NM_022977,3138,1596,3658,6686,2893,1467,2099,2814,3236,1882,1832,10742,4446,2310,4360,6622
NM_001353851,1622,841,1743,2670,2515,1364,1952,2261,1239,724,724,3556,2608,1413,2499,3224
NM_001353849,1759,897,1899,2966,2688,1447,2104,2476,1389,822,799,3913,2770,1496,2686,3505
NM_001171689,1509,753,1711,3117,1612,840,1323,1812,1402,775,816,6001,2344,1192,2312,2988
NM_020769,4,2,11,38,7,5,1,9,2,2,1,42,14,10,11,27
NM_001367207,13,8,22,74,25,8,14,22,21,13,15,56,25,18,24,34
NM_001128167,45,21,51,191,29,13,32,69,41,25,27,176,49,26,57,117
NR_136744,11,5,18,38,7,5,4,12,6,3,4,48,13,7,8,41
NM_014289,0,0,2,10,0,0,0,4,1,0,0,11,1,1,1,6
NM_001195553,10,8,19,82,9,3,6,14,6,3,6,85,14,9,15,50
NM_001354473,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0
NR_033125,217,123,240,359,229,110,162,227,310,167,171,848,275,154,288,330
NM_018466,301,170,335,497,300,157,225,300,412,226,222,1085,376,215,361,426
NM_012471,327,163,377,778,279,155,215,381,335,189,196,1230,388,190,376,603
NM_001195576,5,1,10,15,10,6,9,3,1,0,8,25,9,7,6,10
NM_001004308,113,59,111,419,122,58,90,198,95,57,55,546,136,62,149,290
NM_178175,124,48,131,211,39,18,35,72,31,18,20,62,156,77,149,108
NM_133265,104,42,115,201,12,8,11,14,26,13,14,71,11,6,14,53
NM_001113490,68,28,81,139,6,3,7,9,25,13,12,50,10,5,11,44
NR_110399,188,97,215,491,182,97,156,224,199,125,89,586,325,165,287,410
NR_131204,143,77,155,432,183,97,138,227,149,74,101,487,328,160,353,304
NM_001256761,98,44,120,261,107,56,98,138,91,51,60,377,126,66,115,222
NM_000640,0,0,1,0,6,2,0,1,0,0,0,1,2,2,2,2
NM_020871,23,11,32,101,46,13,29,61,16,9,14,192,38,21,27,63
NM_001145346,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0
NM_001318840,6,2,12,16,0,0,2,2,9,4,3,23,10,6,13,10
NR_110384,21,8,31,78,54,30,46,151,25,17,18,170,10,2,11,84
NM_001282337,47,23,49,241,225,131,181,962,193,114,105,1251,63,33,56,253
NR_132337,893,467,1070,2512,3988,2071,2959,3242,3099,1808,1757,7161,3005,1579,3006,1775
NR_147173,201,96,261,741,1177,621,884,1220,665,402,359,2311,804,422,761,605
NM_000686,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
NM_007231,2,2,0,7,2,1,0,3,0,0,0,20,1,0,2,16
NR_145523,8,1,11,26,12,6,9,19,6,2,10,27,20,12,14,50
NM_001168301,133,60,133,429,98,56,82,195,194,106,105,717,170,86,174,313
NM_001184966,1215,621,1359,2370,1158,606,917,1301,1047,618,646,3849,1275,672,1232,2298
NM_144658,1535,769,1632,3190,2271,1207,1639,2597,1533,864,853,5279,2149,1162,2063,3873
NM_001560,74,33,67,204,140,75,113,138,51,34,32,283,68,36,67,226
NM_173798,0,0,2,2,0,0,0,1,0,0,0,1,1,0,1,1
NR_110393,14,8,18,65,12,5,8,28,10,7,9,84,21,8,29,45
NM_024778,16,6,12,108,13,8,6,23,8,5,5,58,18,11,39,46
NM_020721,9,4,9,38,10,5,7,12,12,6,3,91,6,2,3,27
NM_001282621,91,51,85,187,123,65,62,98,54,29,40,536,114,65,97,182
NR_110396,44,23,38,123,24,13,24,41,23,10,22,140,50,26,44,97
NM_145305,685,383,667,1077,734,405,541,654,476,282,254,1296,645,347,581,1183
NR_028443,78,36,76,140,38,21,44,108,52,31,29,284,67,34,68,234
NM_001170570,269,142,294,594,300,159,234,254,267,150,171,900,326,169,324,452
NM_001282161,297,158,417,898,449,241,379,498,345,202,213,1696,456,241,409,783
NM_001173487,482,240,532,896,477,244,370,534,408,240,246,1447,636,343,629,848
NM_145800,4495,2221,4805,9648,8338,4384,6055,7364,3971,2284,2289,15208,5855,3118,5738,11230
NM_001000,359,186,376,667,505,273,326,506,386,219,236,1195,475,251,453,910
NM_080632,558,287,597,1213,678,368,447,648,569,306,344,1792,952,493,862,1014
NM_004541,118,57,148,139,98,49,80,115,144,80,77,325,151,63,131,152
NM_001008535,1,1,3,45,7,5,0,6,3,2,4,51,2,1,4,23
NM_024528,362,186,399,917,342,186,248,380,323,205,178,1396,509,269,506,700
NR_131250,0,0,0,6,0,0,0,2,0,0,0,12,0,0,3,5
NR_131238,388,182,470,1027,356,187,250,375,315,191,167,1134,478,257,500,746
NM_139282,11,4,15,52,6,4,1,12,3,3,5,42,5,2,5,21
NM_001099685,34,21,31,65,22,14,16,26,22,11,11,86,28,19,26,47
NM_032498,35,21,35,82,25,16,22,29,27,14,12,94,28,19,29,69
NR_027131,91,46,62,200,111,50,84,104,67,40,37,367,129,69,106,161
NM_006777,233,111,228,644,277,151,159,278,204,124,135,1146,296,160,271,473
NM_017938,294,159,295,642,243,127,196,410,249,147,111,940,412,217,402,528
NM_001142447,3,3,0,6,1,1,3,5,0,0,0,2,0,0,2,8
NM_002294,597,308,690,1372,696,379,524,802,697,399,383,2351,953,553,865,1014
NM_003588,583,313,620,1004,603,320,464,676,573,334,314,1942,727,365,672,969
NM_001369145,434,237,480,791,444,250,335,488,460,273,264,1426,501,253,480,689
NM_014060,420,224,409,965,433,230,338,496,453,260,264,1784,624,315,600,843
NM_152692,62,37,61,151,39,25,31,87,59,32,43,302,105,53,117,130
